sim,radiotype,radio,mcc,mnc,area,cellid,unit,lat,lon,signal,extra,acc,time,speed,bearing,alt,api,device
1,5G (NSA),5G (NSA),311,480,11265,88119062,154,33.9742748,-117.3215939,-101,5,19.7,1733303543747,3.7,85.0,295.0,33,Samsung_SM-N986U1
1,5G (NSA),5G (NSA),311,480,11265,88119062,154,33.97428,-117.3213954,-103,5,4.4,1733303548755,2.9,83.1,297.9,33,Samsung_SM-N986U1
1,5G (NSA),5G (NSA),311,480,11265,88119062,154,33.9743637,-117.3212593,-103,5,4.0,1733303553773,5.0,359.1,298.1,33,Samsung_SM-N986U1
1,5G (NSA),5G (NSA),311,480,11265,88119062,154,33.9747139,-117.3213208,-103,5,3.8,1733303558740,4.8,358.9,297.9,33,Samsung_SM-N986U1
1,5G (NSA),5G (NSA),311,480,11265,88119062,154,33.9748511,-117.3213353,-100,4,4.2,1733303563744,1.9,1.9,297.9,33,Samsung_SM-N986U1
1,5G (NSA),5G (NSA),311,480,11265,88119062,154,33.9749793,-117.3213033,-98,5,4.0,1733303568747,3.8,359.1,298.1,33,Samsung_SM-N986U1
1,5G (NSA),5G (NSA),311,480,11265,88119062,154,33.9750746,-117.3213307,-98,5,3.8,1733303573750,2.1,357.9,298.1,33,Samsung_SM-N986U1
1,5G (NSA),5G (NSA),311,480,11265,88119062,154,33.9751455,-117.3211958,-83,4,3.8,1733303578742,4.1,80.0,299.0,33,Samsung_SM-N986U1
1,5G (NSA),5G (NSA),311,480,11265,88119062,154,33.9751699,-117.3209414,-84,4,3.8,1733303583753,5.2,84.0,298.1,33,Samsung_SM-N986U1
1,5G (NSA),5G (NSA),311,480,11265,88119062,154,33.9752187,-117.3206941,-92,4,3.8,1733303588742,4.8,77.0,299.0,33,Samsung_SM-N986U1
1,5G (NSA),5G (NSA),311,480,11265,88119062,154,33.9753123,-117.3204299,-92,4,3.8,1733303593773,5.1,66.0,299.0,33,Samsung_SM-N986U1
1,5G (NSA),5G (NSA),311,480,11265,88119062,154,33.9754088,-117.3201911,-87,3,3.8,1733303598745,4.5,62.0,299.0,33,Samsung_SM-N986U1
1,5G (NSA),5G (NSA),311,480,11265,88119062,154,33.9754753,-117.3200058,-87,3,3.8,1733303603740,3.2,51.1,299.1,33,Samsung_SM-N986U1
1,5G (NSA),5G (NSA),311,480,11265,88119062,154,33.975567,-117.319867,-96,3,3.8,1733303608750,3.2,45.0,299.1,33,Samsung_SM-N986U1
1,5G (NSA),5G (NSA),311,480,11265,88119062,154,33.9756947,-117.3198785,-92,3,3.8,1733303613739,3.7,341.9,300.2,33,Samsung_SM-N986U1
1,5G (NSA),5G (NSA),311,480,11265,88119062,154,33.9758648,-117.3199216,-94,,3.8,1733303618744,3.6,349.0,300.2,33,Samsung_SM-N986U1
1,5G (NSA),5G (NSA),311,480,11265,88119062,154,33.9760138,-117.3199551,-99,,5.2,1733303623758,3.0,1.0,300.2,33,Samsung_SM-N986U1
1,5G (NSA),5G (NSA),311,480,11265,88119062,154,33.9761353,-117.3199399,-102,,3.8,1733303628763,2.2,16.9,300.2,33,Samsung_SM-N986U1
1,5G (NSA),5G (NSA),311,480,11265,88119062,154,33.97619,-117.319855,-102,,5.1,1733303633747,1.8,66.6,301.1,33,Samsung_SM-N986U1
1,5G (NSA),5G (NSA),311,480,11265,88119062,154,33.9762061,-117.3197695,-103,4,8.4,1733303638746,1.0,66.1,301.6,33,Samsung_SM-N986U1
